"","X","Index","Month","YearValue","num_obs","num_weighted_obs","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"456",456,0,466,2005.363906,464406,334442.19,"0","466","2005.3639060","464406","334442.19","-2.99","84.85","-3.52","0.01","84.63","-0.51","3.72","0.71"
"457",457,0,467,2005.391072,460314,332196.59,"0","467","2005.3910720","460314","332196.59","-3.31","83.67","-3.34","-0.30","83.45","-0.32","4.01","1.00"
"458",458,0,468,2005.418239,467172,337845.19,"0","468","2005.4182390","467172","337845.19","-3.14","82.65","-3.13","-0.11","82.59","-0.11","4.15","1.14"
"459",459,0,469,2005.445405,466600,338509.81,"0","469","2005.4454050","466600","338509.81","-2.90","82.31","-2.93","0.14","82.21","0.11","4.10","1.06"
"460",460,0,470,2005.472571,461863,336166.09,"0","470","2005.4725710","461863","336166.09","-2.40","81.69","-2.66","0.64","81.56","0.38","3.88","0.84"
"461",461,0,471,2005.499737,458874,335103.09,"0","471","2005.4997370","458874","335103.09","-4.17","81.65","-2.27","-1.12","81.55","0.78","3.57","0.52"
"462",462,0,472,2005.526903,452904,331751.91,"0","472","2005.5269030","452904","331751.91","-0.89","81.19","-1.72","2.17","81.26","1.34","3.23","0.18"
"463",463,0,473,2005.554069,454155,333719,"0","473","2005.5540690","454155","333719.00","-1.99","80.81","-1.03","1.07","80.82","2.03","2.87","-0.18"
"464",464,0,474,2005.581235,439716,324330.31,"0","474","2005.5812350","439716","324330.31","1.11","81.19","-0.25","4.19","81.24","2.83","2.53","-0.54"
"465",465,0,475,2005.608402,448284,331504.91,"0","475","2005.6084020","448284","331504.91","-0.71","81.00","0.65","2.38","81.16","3.73","2.26","-0.81"
"466",466,0,476,2005.635568,443034,327831.19,"0","476","2005.6355680","443034","327831.19","0.68","82.05","1.66","3.76","82.20","4.75","2.16","-0.92"
"467",467,0,477,2005.662734,445801,330035.09,"0","477","2005.6627340","445801","330035.09","3.51","82.28","2.77","6.59","82.36","5.86","2.26","-0.82"
"468",468,0,478,2005.6899,446476,330548.69,"0","478","2005.6899000","446476","330548.69","4.00","84.09","3.81","7.10","84.15","6.91","2.48","-0.61"
"469",469,0,479,2005.717066,257825,191084.41,"0","479","2005.7170660","257825","191084.41","5.80","91.82","4.60","8.94","91.91","7.72","2.69","-0.43"
"470",470,0,480,2005.744232,279542,207947.09,"0","480","2005.7442320","279542","207947.09","6.43","83.77","5.05","9.56","83.95","8.17","2.79","-0.32"
"471",471,0,481,2005.771399,444902,328938,"0","481","2005.7713990","444902","328938.00","6.25","82.90","5.20","9.36","83.02","8.32","2.86","-0.25"
"472",472,0,482,2005.798565,448744,330772,"0","482","2005.7985650","448744","330772.00","3.25","83.88","5.23","6.37","83.95","8.35","3.07","-0.04"
"473",473,0,483,2005.825731,447988,330654.59,"0","483","2005.8257310","447988","330654.59","3.96","85.93","5.27","7.09","85.97","8.40","3.53","0.40"
"474",474,0,484,2005.852897,451373,332022.31,"0","484","2005.8528970","451373","332022.31","7.29","86.27","5.28","10.41","86.28","8.41","4.14","1.00"
"475",475,0,485,2005.880063,450260,329825.91,"0","485","2005.8800630","450260","329825.91","6.39","85.27","5.06","9.53","85.26","8.20","4.65","1.51"
"476",476,0,486,2005.907229,458106,333651,"0","486","2005.9072290","458106","333651.00","5.72","83.66","4.49","8.87","83.70","7.63","4.87","1.73"
"477",477,0,487,2005.934395,464318,337094.09,"0","487","2005.9343950","464318","337094.09","3.03","83.01","3.59","6.17","83.06","6.73","4.78","1.63"
"478",478,0,488,2005.961562,465314,335782.5,"0","488","2005.9615620","465314","335782.50","2.12","83.08","2.48","5.27","83.02","5.63","4.45","1.29"
"479",479,0,489,2005.988728,462821,333218.41,"0","489","2005.9887280","462821","333218.41","2.62","83.63","1.28","5.78","83.53","4.43","3.94","0.78"
"480",480,0,490,2006.015894,467984,337346.59,"0","490","2006.0158940","467984","337346.59","-0.28","81.55","0.11","2.88","81.49","3.27","3.38","0.21"
"481",481,0,491,2006.04306,469497,338685.81,"0","491","2006.0430600","469497","338685.81","-2.51","82.07","-0.90","0.66","82.04","2.27","2.87","-0.31"
"482",482,0,492,2006.070226,468478,337565,"0","492","2006.0702260","468478","337565.00","-2.57","81.82","-1.63","0.60","81.70","1.54","2.53","-0.65"
"483",483,0,493,2006.097392,466501,335462.31,"0","493","2006.0973920","466501","335462.31","-1.92","85.09","-2.07","1.27","84.94","1.11","2.41","-0.78"
"484",484,0,494,2006.124559,463480,334010.81,"0","494","2006.1245590","463480","334010.81","-2.92","85.07","-2.34","0.26","84.88","0.85","2.41","-0.79"
"485",485,0,495,2006.151725,464154,333862,"0","495","2006.1517250","464154","333862.00","-2.43","86.65","-2.60","0.76","86.42","0.60","2.40","-0.80"
"486",486,0,496,2006.178891,464559,334302.31,"0","496","2006.1788910","464559","334302.31","0.05","87.45","-2.98","3.26","87.21","0.22","2.27","-0.93"
"487",487,0,497,2006.206057,467452,336559.41,"0","497","2006.2060570","467452","336559.41","-5.92","88.12","-3.49","-2.70","87.91","-0.27","2.06","-1.16"
"488",488,0,498,2006.233223,468661,337431.09,"0","498","2006.2332230","468661","337431.09","-3.94","87.77","-4.01","-0.72","87.49","-0.79","1.86","-1.36"
"489",489,0,499,2006.260389,465610,335712.81,"0","499","2006.2603890","465610","335712.81","-4.09","85.33","-4.42","-0.86","85.06","-1.19","1.81","-1.42"
"490",490,0,500,2006.287555,461749,331963.91,"0","500","2006.2875550","461749","331963.91","-5.43","86.18","-4.62","-2.20","85.90","-1.38","1.99","-1.24"
"491",491,0,501,2006.314722,461926,332210.81,"0","501","2006.3147220","461926","332210.81","-5.71","85.93","-4.52","-2.45","85.75","-1.27","2.47","-0.78"
"492",492,0,502,2006.341888,462687,332995.19,"0","502","2006.3418880","462687","332995.19","-5.44","84.09","-4.10","-2.20","83.89","-0.85","3.20","-0.05"
"493",493,0,503,2006.369054,463044,333377.19,"0","503","2006.3690540","463044","333377.19","-3.04","83.77","-3.45","0.21","83.62","-0.19","4.07","0.81"
"494",494,0,504,2006.39622,460700,332666,"0","504","2006.3962200","460700","332666.00","-1.39","83.58","-2.71","1.89","83.59","0.55","4.88","1.63"
"495",495,0,505,2006.423386,458571,331723.31,"0","505","2006.4233860","458571","331723.31","-2.61","83.29","-1.98","0.66","83.25","1.29","5.51","2.25"
"496",496,0,506,2006.450552,463384,335241.19,"0","506","2006.4505520","463384","335241.19","-1.48","82.71","-1.23","1.80","82.71","2.04","5.95","2.69"
"497",497,0,507,2006.477718,461595,334378.91,"0","507","2006.4777180","461595","334378.91","-1.32","81.44","-0.42","1.97","81.46","2.86","6.24","2.96"
"498",498,0,508,2006.504885,454266,330428.41,"0","508","2006.5048850","454266","330428.41","0.54","81.05","0.43","3.80","81.11","3.71","6.34","3.07"
"499",499,0,509,2006.532051,459684,336416.09,"0","509","2006.5320510","459684","336416.09","2.76","81.04","1.20","6.04","81.07","4.49","6.19","2.91"
"500",500,0,510,2006.559217,451645,332967.19,"0","510","2006.5592170","451645","332967.19","2.27","81.06","1.86","5.57","81.19","5.15","5.78","2.50"
"501",501,0,511,2006.586383,452341,332709.81,"0","511","2006.5863830","452341","332709.81","2.54","81.94","2.52","5.84","82.02","5.82","5.30","2.01"
"502",502,0,512,2006.613549,450881,332921.41,"0","512","2006.6135490","450881","332921.41","0.13","83.51","3.42","3.43","83.65","6.73","5.04","1.74"
"503",503,0,513,2006.640715,446071,330070.19,"0","513","2006.6407150","446071","330070.19","3.65","84.52","4.65","6.97","84.67","7.96","5.17","1.87"
"504",504,0,514,2006.667882,443046,327690.69,"0","514","2006.6678820","443046","327690.69","7.47","87.30","6.02","10.80","87.51","9.35","5.58","2.26"
"505",505,0,515,2006.695048,443833,329378.59,"0","515","2006.6950480","443833","329378.59","9.03","86.64","7.19","12.38","86.83","10.53","5.97","2.64"
"506",506,0,516,2006.722214,434238,323105.81,"0","516","2006.7222140","434238","323105.81","10.47","87.30","7.94","13.80","87.45","11.28","6.16","2.83"
"507",507,0,517,2006.74938,445379,329566.91,"0","517","2006.7493800","445379","329566.91","6.96","87.84","8.29","10.31","88.05","11.63","6.22","2.88"
"508",508,0,518,2006.776546,442341,327245.59,"0","518","2006.7765460","442341","327245.59","7.47","89.01","8.39","10.82","89.24","11.73","6.29","2.95"
"509",509,0,519,2006.803712,448241,330563.69,"0","519","2006.8037120","448241","330563.69","9.64","88.06","8.31","13.00","88.31","11.66","6.44","3.10"
"510",510,0,520,2006.830878,197247,145329.3,"0","520","2006.8308780","197247","145329.30","9.08","88.18","7.93","12.38","88.47","11.28","6.51","3.16"
"511",511,0,522,2006.885211,354537,259150.41,"0","522","2006.8852110","354537","259150.41","7.55","88.50","6.05","10.95","88.60","9.41","6.01","2.64"
"512",512,0,523,2006.912377,459833,335114.19,"0","523","2006.9123770","459833","335114.19","3.02","86.57","4.98","6.39","86.66","8.35","5.75","2.37"
"513",513,0,524,2006.939543,446632,323413.81,"0","524","2006.9395430","446632","323413.81","5.59","86.39","4.03","8.93","86.51","7.41","5.61","2.22"
"514",514,0,525,2006.966709,465154,334692.09,"0","525","2006.9667090","465154","334692.09","2.51","84.28","3.12","5.91","84.41","6.50","5.46","2.07"
"515",515,0,526,2006.993875,469778,338004.69,"0","526","2006.9938750","469778","338004.69","3.21","82.90","2.19","6.60","83.06","5.58","5.22","1.81"
"516",516,0,527,2007.021042,466591,335614.41,"0","527","2007.0210420","466591","335614.41","0.97","81.60","1.42","4.36","81.58","4.82","5.03","1.62"
"517",517,0,528,2007.048208,464751,335060.91,"0","528","2007.0482080","464751","335060.91","-0.96","82.12","0.62","2.44","82.03","4.03","4.71","1.29"
"518",518,0,529,2007.075374,465120,335030.19,"0","529","2007.0753740","465120","335030.19","-0.94","83.72","0.28","2.48","83.74","3.69","4.74","1.32"
"519",519,0,530,2007.10254,468473,337739.81,"0","530","2007.1025400","468473","337739.81","-0.32","85.54","0.28","3.10","85.44","3.70","5.05","1.62"
"520",520,0,531,2007.129706,464425,334251.41,"0","531","2007.1297060","464425","334251.41","0.05","85.09","0.45","3.48","84.92","3.88","5.49","2.05"
"521",521,0,532,2007.156872,467846,336829.31,"0","532","2007.1568720","467846","336829.31","3.64","86.98","0.56","7.08","86.77","4.00","5.85","2.40"
"522",522,0,533,2007.184038,465872,336136,"0","533","2007.1840380","465872","336136.00","0.15","88.96","0.48","3.58","88.71","3.93","6.03","2.58"
"523",523,0,534,2007.211205,464898,335550.41,"0","534","2007.2112050","464898","335550.41","-0.02","89.16","0.29","3.45","88.90","3.75","6.14","2.67"
"524",524,0,535,2007.238371,464707,335189,"0","535","2007.2383710","464707","335189.00","-2.11","87.91","0.12","1.37","87.67","3.60","6.31","2.83"
"525",525,0,536,2007.265537,463528,333723,"0","536","2007.2655370","463528","333723.00","1.10","88.09","-0.03","4.59","87.93","3.45","6.52","3.04"
"526",526,0,537,2007.292703,463215,333328.81,"0","537","2007.2927030","463215","333328.81","1.52","86.49","-0.31","5.01","86.24","3.17","6.62","3.14"
"527",527,0,538,2007.319869,461949,332785.69,"0","538","2007.3198690","461949","332785.69","1.08","85.39","-0.79","4.57","85.12","2.70","6.50","3.01"
"528",528,0,539,2007.347035,462641,333376.19,"0","539","2007.3470350","462641","333376.19","-4.63","84.55","-1.34","-1.15","84.34","2.15","6.25","2.76"
"529",529,0,540,2007.374202,464257,335578,"0","540","2007.3742020","464257","335578.00","-2.25","85.11","-1.73","1.24","85.05","1.76","6.05","2.56"
"530",530,0,541,2007.401368,459283,332442.31,"0","541","2007.4013680","459283","332442.31","-1.93","82.97","-1.87","1.57","82.90","1.63","5.96","2.46"
"531",531,0,542,2007.428534,464378,336763,"0","542","2007.4285340","464378","336763.00","-1.53","82.32","-1.79","1.99","82.28","1.72","5.90","2.40"
"532",532,0,543,2007.4557,460413,333970,"0","543","2007.4557000","460413","333970.00","-2.15","81.08","-1.58","1.38","81.03","1.94","5.77","2.25"
"533",533,0,544,2007.482866,460337,335139.19,"0","544","2007.4828660","460337","335139.19","-1.56","83.25","-1.31","1.98","83.25","2.23","5.48","1.95"
"534",534,0,545,2007.510032,459314,336006.81,"0","545","2007.5100320","459314","336006.81","-0.20","82.77","-0.97","3.34","82.70","2.57","5.04","1.51"
"535",535,0,546,2007.537198,456974,335186.81,"0","546","2007.5371980","456974","335186.81","-0.73","81.44","-0.52","2.82","81.54","3.03","4.54","1.00"
"536",536,0,547,2007.564365,450046,331012.19,"0","547","2007.5643650","450046","331012.19","-1.83","80.27","0.14","1.74","80.36","3.70","4.12","0.57"
"537",537,0,548,2007.591531,450289,332730.69,"0","548","2007.5915310","450289","332730.69","-0.74","81.98","1.00","2.83","81.97","4.57","3.83","0.27"
"538",538,0,549,2007.618697,448288,330594.09,"0","549","2007.6186970","448288","330594.09","5.47","80.37","1.92","9.03","80.40","5.49","3.59","0.03"
"539",539,0,550,2007.645863,446435,329770,"0","550","2007.6458630","446435","329770.00","3.26","81.42","2.74","6.85","81.61","6.33","3.34","-0.24"
"540",540,0,551,2007.673029,447829,331485,"0","551","2007.6730290","447829","331485.00","2.00","83.77","3.47","5.59","83.95","7.06","3.12","-0.46"
"541",541,0,552,2007.700195,445000,330815.19,"0","552","2007.7001950","445000","330815.19","2.74","85.68","4.17","6.35","85.85","7.77","3.08","-0.51"
"542",542,0,553,2007.727361,447701,331998.81,"0","553","2007.7273610","447701","331998.81","6.94","87.24","4.86","10.55","87.41","8.46","3.26","-0.33"
"543",543,0,554,2007.754528,449076,332423.81,"0","554","2007.7545280","449076","332423.81","5.96","87.52","5.44","9.57","87.75","9.05","3.61","0.01"
"544",544,0,555,2007.781694,443764,327691.5,"0","555","2007.7816940","443764","327691.50","5.61","87.29","5.85","9.22","87.50","9.46","4.04","0.44"
"545",545,0,556,2007.80886,450542,332829,"0","556","2007.8088600","450542","332829.00","7.14","85.56","6.12","10.74","85.76","9.73","4.58","0.98"
"546",546,0,557,2007.836026,454731,334896.31,"0","557","2007.8360260","454731","334896.31","4.71","85.07","6.28","8.33","85.20","9.90","5.24","1.62"
"547",547,0,558,2007.863192,457962,335560.91,"0","558","2007.8631920","457962","335560.91","6.82","84.62","6.28","10.43","84.70","9.90","5.89","2.27"
"548",548,0,559,2007.890358,459145,335073.31,"0","559","2007.8903580","459145","335073.31","8.52","83.62","5.92","12.14","83.67","9.54","6.29","2.66"
"549",549,0,560,2007.917525,458040,332398.81,"0","560","2007.9175250","458040","332398.81","6.80","82.39","5.07","10.43","82.52","8.70","6.25","2.61"
"550",550,0,561,2007.944691,464562,336403.69,"0","561","2007.9446910","464562","336403.69","4.90","81.71","3.82","8.53","81.83","7.45","5.80","2.16"
"551",551,0,562,2007.971857,463780,334872,"0","562","2007.9718570","463780","334872.00","-0.15","81.29","2.52","3.48","81.37","6.15","5.24","1.60"
"552",552,0,563,2007.999023,465984,336319.19,"0","563","2007.9990230","465984","336319.19","-0.85","82.96","1.50","2.77","82.85","5.14","4.89","1.24"
"553",553,0,564,2008.026118,466879,336283.81,"0","564","2008.0261180","466879","336283.81","0.68","83.08","0.88","4.33","82.84","4.52","4.83","1.17"
"554",554,0,565,2008.05321,466257,336234.5,"0","565","2008.0532100","466257","336234.50","1.67","84.33","0.46","5.33","84.18","4.12","4.88","1.20"
"555",555,0,566,2008.080301,466126,336291.31,"0","566","2008.0803010","466126","336291.31","1.68","85.47","0.03","5.34","85.36","3.70","4.81","1.13"
"556",556,0,567,2008.107393,460439,332937.91,"0","567","2008.1073930","460439","332937.91","-2.06","87.23","-0.46","1.62","87.08","3.21","4.61","0.93"
"557",557,0,568,2008.134485,463710,335025.81,"0","568","2008.1344850","463710","335025.81","-0.47","89.09","-0.91","3.21","88.83","2.77","4.42","0.73"
"558",558,0,569,2008.161577,464457,335531.5,"0","569","2008.1615770","464457","335531.50","-3.69","90.03","-1.21","0.00","89.74","2.48","4.37","0.67"
"559",559,0,570,2008.188669,466132,336841.91,"0","570","2008.1886690","466132","336841.91","-0.51","90.73","-1.37","3.19","90.38","2.33","4.48","0.77"
"560",560,0,571,2008.215761,465039,336010.69,"0","571","2008.2157610","465039","336010.69","0.31","90.01","-1.53","4.00","89.72","2.18","4.62","0.91"
"561",561,0,572,2008.242853,463385,333689,"0","572","2008.2428530","463385","333689.00","-2.27","89.30","-1.79","1.46","88.96","1.93","4.70","0.98"
"562",562,0,573,2008.269945,460612,331466.19,"0","573","2008.2699450","460612","331466.19","-2.45","89.39","-2.09","1.28","88.95","1.64","4.77","1.04"
"563",563,0,574,2008.297037,459916,331279.91,"0","574","2008.2970370","459916","331279.91","-2.13","89.71","-2.21","1.60","89.41","1.53","5.03","1.30"
"564",564,0,575,2008.324129,459469,330645.31,"0","575","2008.3241290","459469","330645.31","-4.64","88.32","-1.93","-0.89","88.00","1.82","5.67","1.93"
"565",565,0,576,2008.351221,203287,146891.59,"0","576","2008.3512210","203287","146891.59","-3.28","87.35","-1.14","0.51","87.12","2.62","6.75","3.00"
"566",566,0,577,2008.378313,462063,332610.69,"0","577","2008.3783130","462063","332610.69","0.54","84.76","0.01","4.29","84.68","3.76","8.06","4.32"
"567",567,0,578,2008.405405,465782,336471.5,"0","578","2008.4054050","465782","336471.50","3.66","85.00","1.20","7.42","84.91","4.96","9.28","5.52"
"568",568,0,579,2008.432497,463330,336264.31,"0","579","2008.4324970","463330","336264.31","2.41","84.69","2.21","6.16","84.58","5.97","10.11","6.36"
"569",569,0,580,2008.459588,460110,335539.59,"0","580","2008.4595880","460110","335539.59","2.66","81.97","2.95","6.43","81.83","6.71","10.47","6.71"
"570",570,0,581,2008.48668,459184,334785.31,"0","581","2008.4866800","459184","334785.31","3.96","82.11","3.50","7.71","82.06","7.27","10.42","6.66"
"571",571,0,582,2008.513772,460078,335845.31,"0","582","2008.5137720","460078","335845.31","4.00","82.07","3.97","7.79","82.09","7.75","10.10","6.32"
"572",572,0,583,2008.540864,441308,325088,"0","583","2008.5408640","441308","325088.00","4.38","83.44","4.44","8.15","83.63","8.23","9.60","5.82"
"573",573,0,584,2008.567956,452258,332807.31,"0","584","2008.5679560","452258","332807.31","4.66","85.11","4.98","8.48","85.33","8.78","9.05","5.26"
"574",574,0,585,2008.595048,441337,325854,"0","585","2008.5950480","441337","325854.00","4.17","84.53","5.62","8.01","84.58","9.44","8.55","4.73"
"575",575,0,586,2008.62214,448893,333058.69,"0","586","2008.6221400","448893","333058.69","7.68","84.41","6.33","11.50","84.56","10.16","8.11","4.29"
"576",576,0,587,2008.649232,437520,324879.69,"0","587","2008.6492320","437520","324879.69","7.27","86.34","7.03","11.12","86.60","10.86","7.74","3.92"
"577",577,0,588,2008.676324,440240,326711,"0","588","2008.6763240","440240","326711.00","7.90","86.84","7.69","11.75","87.18","11.53","7.49","3.66"
"578",578,0,589,2008.703416,446465,330323.5,"0","589","2008.7034160","446465","330323.50","7.08","87.32","8.33","10.90","87.58","12.17","7.41","3.58"
"579",579,0,590,2008.730508,445976,329655.91,"0","590","2008.7305080","445976","329655.91","9.32","86.35","8.92","13.15","86.53","12.76","7.52","3.69"
