"","X","Index","Month","YearValue","num_obs","num_weighted_obs","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"285",285,0,295,2000.721996,436084,324775,"0","295","2000.7219960","436084","324775.00","-5.55","85.33","-8.94","-3.68","85.46","-7.06","-12.18","-14.05"
"286",286,0,296,2000.749088,444510,329338.31,"0","296","2000.7490880","444510","329338.31","-3.50","83.67","-7.19","-1.61","83.84","-5.30","-10.71","-12.60"
"287",287,0,297,2000.776179,451207,333650.5,"0","297","2000.7761790","451207","333650.50","-3.71","84.14","-6.41","-1.81","84.26","-4.51","-9.95","-11.85"
"288",288,0,298,2000.803271,450820,332998.31,"0","298","2000.8032710","450820","332998.31","-8.05","86.53","-6.39","-6.14","86.67","-4.48","-9.70","-11.61"
"289",289,999,299,2000.830363,409574,304443.19,"999","299","2000.8303630","409574","304443.19","-7.56","89.96","-6.95","-5.63","90.05","-5.05","-9.83","-11.73"
"290",290,0,300,2000.857455,458005,335179.09,"0","300","2000.8574550","458005","335179.09","-6.82","84.48","-8.01","-4.91","84.58","-6.10","-10.26","-12.17"
"291",291,0,301,2000.884547,413571,303425.91,"0","301","2000.8845470","413571","303425.91","-7.59","83.43","-8.92","-5.68","83.53","-7.00","-10.42","-12.35"
"292",292,0,302,2000.911639,433122,315400.59,"0","302","2000.9116390","433122","315400.59","-8.20","82.63","-10.04","-6.27","82.66","-8.12","-10.74","-12.67"
"293",293,0,303,2000.938731,460663,333762.69,"0","303","2000.9387310","460663","333762.69","-13.18","82.56","-11.07","-11.27","82.59","-9.14","-10.96","-12.90"
"294",294,0,304,2000.965823,470190,339119.81,"0","304","2000.9658230","470190","339119.81","-15.16","82.83","-11.81","-13.22","82.84","-9.88","-10.94","-12.89"
"295",295,0,305,2000.992915,468600,337753.31,"0","305","2000.9929150","468600","337753.31","-11.69","80.68","-12.13","-9.75","80.69","-10.19","-10.58","-12.53"
"296",296,0,306,2001.020062,465660,335902.59,"0","306","2001.0200620","465660","335902.59","-11.20","80.39","-12.52","-9.25","80.43","-10.57","-10.38","-12.34"
"297",297,999,307,2001.047228,380572,275759.41,"999","307","2001.0472280","380572","275759.41","-10.79","83.02","-12.91","-8.85","83.03","-10.95","-10.28","-12.26"
"298",298,0,308,2001.074394,466541,337274.91,"0","308","2001.0743940","466541","337274.91","-12.29","81.33","-13.42","-10.32","81.29","-11.45","-10.41","-12.39"
"299",299,0,309,2001.10156,469509,339570.09,"0","309","2001.1015600","469509","339570.09","-14.10","82.53","-13.79","-12.13","82.50","-11.82","-10.48","-12.46"
"300",300,0,310,2001.128726,468839,339727.5,"0","310","2001.1287260","468839","339727.50","-17.77","84.11","-13.83","-15.80","84.01","-11.85","-10.25","-12.24"
"301",301,0,311,2001.155892,468761,338105.69,"0","311","2001.1558920","468761","338105.69","-13.91","85.64","-13.55","-11.92","85.52","-11.56","-9.72","-11.72"
"302",302,0,312,2001.183059,469042,338391.59,"0","312","2001.1830590","469042","338391.59","-9.28","85.78","-13.18","-7.29","85.66","-11.18","-9.09","-11.09"
"303",303,0,313,2001.210225,464504,335042.5,"0","313","2001.2102250","464504","335042.50","-14.48","85.78","-13.13","-12.48","85.58","-11.13","-8.76","-10.76"
"304",304,0,314,2001.237391,462898,334685.91,"0","314","2001.2373910","462898","334685.91","-11.38","86.29","-13.02","-9.36","86.08","-11.01","-8.31","-10.32"
"305",305,0,315,2001.264557,464255,335099.31,"0","315","2001.2645570","464255","335099.31","-13.67","86.45","-13.32","-11.65","86.27","-11.30","-8.24","-10.26"
"306",306,0,316,2001.291723,465866,335883.91,"0","316","2001.2917230","465866","335883.91","-12.95","85.98","-13.75","-10.93","85.83","-11.72","-8.29","-10.32"
"307",307,0,317,2001.318889,464630,335943,"0","317","2001.3188890","464630","335943.00","-15.37","85.56","-14.16","-13.34","85.41","-12.13","-8.34","-10.37"
"308",308,0,318,2001.346055,465675,336721.09,"0","318","2001.3460550","465675","336721.09","-15.22","84.61","-14.47","-13.18","84.53","-12.44","-8.35","-10.38"
"309",309,0,319,2001.373222,466196,336967.5,"0","319","2001.3732220","466196","336967.50","-13.96","83.09","-14.64","-11.92","83.05","-12.60","-8.32","-10.35"
"310",310,0,320,2001.400388,461392,334031,"0","320","2001.4003880","461392","334031.00","-14.23","82.46","-14.57","-12.18","82.42","-12.53","-8.20","-10.24"
"311",311,0,321,2001.427554,462154,334075.91,"0","321","2001.4275540","462154","334075.91","-16.31","82.56","-14.11","-14.26","82.59","-12.06","-7.87","-9.91"
"312",312,0,322,2001.45472,464841,336408.31,"0","322","2001.4547200","464841","336408.31","-17.06","82.45","-13.13","-15.00","82.45","-11.06","-7.22","-9.28"
"313",313,0,323,2001.481886,448988,326922.69,"0","323","2001.4818860","448988","326922.69","-10.89","82.58","-11.71","-8.81","82.56","-9.64","-6.36","-8.43"
"314",314,0,324,2001.509052,462164,336879.81,"0","324","2001.5090520","462164","336879.81","-7.82","82.71","-10.24","-5.75","82.71","-8.16","-5.66","-7.73"
"315",315,0,325,2001.536218,454778,333573.5,"0","325","2001.5362180","454778","333573.50","-6.73","82.05","-9.04","-4.65","82.09","-6.96","-5.41","-7.49"
"316",316,0,326,2001.563385,446980,329405.81,"0","326","2001.5633850","446980","329405.81","-9.90","82.56","-8.22","-7.80","82.69","-6.13","-5.67","-7.75"
"317",317,0,327,2001.590551,442383,325627,"0","327","2001.5905510","442383","325627.00","-5.79","83.38","-7.55","-3.70","83.48","-5.45","-6.15","-8.24"
"318",318,0,328,2001.617717,456092,337003.59,"0","328","2001.6177170","456092","337003.59","-9.39","82.72","-6.71","-7.28","82.77","-4.61","-6.47","-8.56"
"319",319,0,329,2001.644883,454977,336369.19,"0","329","2001.6448830","454977","336369.19","-7.69","84.73","-5.50","-5.57","84.88","-3.38","-6.33","-8.44"
"320",320,0,330,2001.672049,449066,332561.09,"0","330","2001.6720490","449066","332561.09","-4.49","84.38","-4.02","-2.37","84.59","-1.90","-5.81","-7.92"
"321",321,0,331,2001.699215,445185,329759.81,"0","331","2001.6992150","445185","329759.81","0.62","84.63","-2.69","2.75","84.81","-0.56","-5.22","-7.35"
"322",322,0,332,2001.726382,443167,328277.19,"0","332","2001.7263820","443167","328277.19","0.87","83.72","-1.95","2.99","83.91","0.18","-5.00","-7.12"
"323",323,0,333,2001.753548,447709,332492.91,"0","333","2001.7535480","447709","332492.91","0.84","83.96","-1.92","2.98","84.14","0.22","-5.22","-7.35"
"324",324,0,334,2001.780714,454294,335781.31,"0","334","2001.7807140","454294","335781.31","-4.41","84.23","-2.32","-2.26","84.41","-0.18","-5.60","-7.74"
"325",325,0,335,2001.80788,456052,336040.59,"0","335","2001.8078800","456052","336040.59","-6.67","87.67","-2.78","-4.52","87.87","-0.63","-5.79","-7.94"
"326",326,0,336,2001.835046,456972,336885.81,"0","336","2001.8350460","456972","336885.81","-1.50","86.46","-3.21","0.66","86.66","-1.05","-5.73","-7.89"
"327",327,0,337,2001.862212,457705,336541.19,"0","337","2001.8622120","457705","336541.19","0.69","84.95","-3.82","2.85","85.20","-1.65","-5.69","-7.86"
"328",328,0,338,2001.889378,420690,308378.09,"0","338","2001.8893780","420690","308378.09","-4.74","83.11","-4.75","-2.58","83.30","-2.57","-5.85","-8.04"
"329",329,0,339,2001.916545,460005,336717.41,"0","339","2001.9165450","460005","336717.41","-8.08","83.76","-5.86","-5.91","83.87","-3.67","-6.15","-8.35"
"330",330,0,340,2001.943711,76484,55434.2,"0","340","2001.9437110","76484","55434.20","-7.71","85.79","-6.86","-5.42","85.86","-4.66","-6.34","-8.55"
"331",331,0,341,2001.970877,464508,337604.91,"0","341","2001.9708770","464508","337604.91","-9.10","82.67","-7.58","-6.92","82.79","-5.38","-6.31","-8.52"
"332",332,0,342,2001.998043,465796,337382.5,"0","342","2001.9980430","465796","337382.50","-5.57","83.58","-8.07","-3.39","83.68","-5.87","-6.14","-8.35"
"333",333,0,343,2002.025209,395831,286965.19,"0","343","2002.0252090","395831","286965.19","-9.58","83.88","-8.45","-7.39","84.02","-6.25","-5.96","-8.17"
"334",334,0,344,2002.052375,460333,332793.5,"0","344","2002.0523750","460333","332793.50","-9.91","80.97","-8.76","-7.72","81.04","-6.56","-5.82","-8.03"
"335",335,0,345,2002.079542,464684,336404.31,"0","345","2002.0795420","464684","336404.31","-7.70","81.36","-8.97","-5.51","81.41","-6.77","-5.67","-7.88"
"336",336,0,346,2002.106708,465476,336880.5,"0","346","2002.1067080","465476","336880.50","-10.49","80.53","-9.12","-8.27","80.57","-6.91","-5.52","-7.73"
"337",337,0,347,2002.133874,468592,338797.59,"0","347","2002.1338740","468592","338797.59","-9.49","81.12","-9.29","-7.27","81.13","-7.07","-5.43","-7.65"
"338",338,0,348,2002.16104,462427,334525.41,"0","348","2002.1610400","462427","334525.41","-6.41","81.03","-9.62","-4.17","80.98","-7.39","-5.50","-7.74"
"339",339,0,349,2002.188206,462759,334480.09,"0","349","2002.1882060","462759","334480.09","-11.04","81.50","-10.15","-8.81","81.40","-7.91","-5.77","-8.01"
"340",340,0,350,2002.215372,460471,332082,"0","350","2002.2153720","460471","332082.00","-11.22","80.39","-10.79","-8.98","80.26","-8.55","-6.12","-8.36"
"341",341,0,351,2002.242538,464995,335771.5,"0","351","2002.2425380","464995","335771.50","-12.00","82.33","-11.41","-9.75","82.22","-9.16","-6.40","-8.65"
"342",342,0,352,2002.269705,464380,334256,"0","352","2002.2697050","464380","334256.00","-11.06","81.45","-11.90","-8.80","81.32","-9.64","-6.51","-8.77"
"343",343,0,353,2002.296871,434849,313538.09,"0","353","2002.2968710","434849","313538.09","-14.61","79.09","-12.23","-12.35","78.97","-9.97","-6.47","-8.73"
"344",344,0,354,2002.324037,462775,334414.09,"0","354","2002.3240370","462775","334414.09","-11.40","79.43","-12.48","-9.12","79.36","-10.20","-6.35","-8.63"
"345",345,0,355,2002.351203,465729,336023.81,"0","355","2002.3512030","465729","336023.81","-11.84","80.51","-12.73","-9.56","80.41","-10.45","-6.32","-8.59"
"346",346,0,356,2002.378369,462656,335039.5,"0","356","2002.3783690","462656","335039.50","-12.62","80.84","-12.99","-10.34","80.72","-10.71","-6.41","-8.68"
"347",347,0,357,2002.405535,459587,332408.91,"0","357","2002.4055350","459587","332408.91","-14.35","78.88","-13.17","-12.05","78.87","-10.87","-6.55","-8.85"
"348",348,0,358,2002.432702,462511,335527.31,"0","358","2002.4327020","462511","335527.31","-15.36","78.91","-13.08","-13.06","78.87","-10.78","-6.64","-8.93"
"349",349,0,359,2002.459868,458681,334096.5,"0","359","2002.4598680","458681","334096.50","-12.34","77.84","-12.64","-10.03","77.82","-10.34","-6.59","-8.88"
"350",350,0,360,2002.487034,458087,333801,"0","360","2002.4870340","458087","333801.00","-11.34","81.24","-11.87","-9.04","81.14","-9.57","-6.42","-8.72"
"351",351,0,361,2002.5142,461766,336826,"0","361","2002.5142000","461766","336826.00","-12.68","82.27","-10.81","-10.37","82.25","-8.49","-6.16","-8.47"
"352",352,0,362,2002.541366,453763,332629.69,"0","362","2002.5413660","453763","332629.69","-10.17","82.61","-9.48","-7.86","82.68","-7.16","-5.81","-8.12"
"353",353,0,363,2002.568532,454144,334293.81,"0","363","2002.5685320","454144","334293.81","-8.01","83.36","-8.02","-5.67","83.51","-5.69","-5.45","-7.77"
"354",354,0,364,2002.595698,452679,332751.59,"0","364","2002.5956980","452679","332751.59","-5.66","81.81","-6.64","-3.32","82.00","-4.30","-5.22","-7.55"
"355",355,0,365,2002.622865,452521,333641.09,"0","365","2002.6228650","452521","333641.09","-2.74","84.29","-5.53","-0.40","84.46","-3.19","-5.27","-7.60"
"356",356,0,366,2002.650031,448537,331832.59,"0","366","2002.6500310","448537","331832.59","-5.60","86.45","-4.74","-3.23","86.65","-2.38","-5.53","-7.88"
"357",357,0,367,2002.677197,447361,331529,"0","367","2002.6771970","447361","331529.00","-4.83","90.75","-4.11","-2.48","90.95","-1.75","-5.82","-8.17"
"358",358,0,368,2002.704363,447635,330377.41,"0","368","2002.7043630","447635","330377.41","-3.24","92.53","-3.48","-0.88","92.71","-1.12","-5.90","-8.25"
"359",359,0,369,2002.731529,449382,331192.59,"0","369","2002.7315290","449382","331192.59","-2.88","91.72","-2.76","-0.51","91.90","-0.39","-5.64","-8.00"
"360",360,0,370,2002.758695,449773,330956.91,"0","370","2002.7586950","449773","330956.91","-3.43","90.85","-2.00","-1.05","91.06","0.38","-5.07","-7.45"
"361",361,0,371,2002.785861,450751,331395.09,"0","371","2002.7858610","450751","331395.09","-0.43","95.26","-1.40","1.96","95.44","0.99","-4.40","-6.79"
"362",362,0,372,2002.813028,448094,328362.81,"0","372","2002.8130280","448094","328362.81","3.45","96.63","-1.22","5.84","96.80","1.17","-3.91","-6.30"
"363",363,0,373,2002.840194,452030,331123.81,"0","373","2002.8401940","452030","331123.81","-2.40","95.68","-1.60","-0.02","95.84","0.79","-3.78","-6.17"
"364",364,0,374,2002.86736,457769,334357.31,"0","374","2002.8673600","457769","334357.31","-2.40","93.28","-2.49","0.01","93.45","-0.09","-3.99","-6.39"
"365",365,0,375,2002.894526,461215,334768.09,"0","375","2002.8945260","461215","334768.09","-2.05","91.60","-3.70","0.35","91.75","-1.29","-4.42","-6.84"
"366",366,0,376,2002.921692,461459,333971.31,"0","376","2002.9216920","461459","333971.31","-6.01","91.45","-5.01","-3.59","91.60","-2.60","-4.92","-7.34"
"367",367,0,377,2002.948858,463502,333365.69,"0","377","2002.9488580","463502","333365.69","-7.20","91.48","-6.24","-4.78","91.65","-3.82","-5.35","-7.78"
"368",368,0,378,2002.976025,466897,336079.91,"0","378","2002.9760250","466897","336079.91","-6.94","89.90","-7.17","-4.52","90.10","-4.75","-5.55","-7.98"
"369",369,0,379,2003.003191,466812,336101.81,"0","379","2003.0031910","466812","336101.81","-9.37","88.67","-7.62","-6.94","88.75","-5.20","-5.35","-7.79"
"370",370,0,380,2003.030357,467124,336992.19,"0","380","2003.0303570","467124","336992.19","-11.69","87.89","-7.52","-9.26","87.91","-5.09","-4.71","-7.15"
"371",371,0,381,2003.057523,458269,330714.81,"0","381","2003.0575230","458269","330714.81","-5.12","87.06","-7.08","-2.69","87.13","-4.65","-3.83","-6.27"
"372",372,0,382,2003.084689,466889,337324.09,"0","382","2003.0846890","466889","337324.09","-5.12","86.59","-6.72","-2.67","86.63","-4.27","-3.11","-5.57"
"373",373,0,383,2003.111855,465491,336365.5,"0","383","2003.1118550","465491","336365.50","-2.81","86.57","-6.74","-0.36","86.62","-4.29","-2.85","-5.31"
"374",374,0,384,2003.139021,466016,336450.19,"0","384","2003.1390210","466016","336450.19","-8.77","87.11","-7.16","-6.31","87.18","-4.71","-3.02","-5.48"
"375",375,0,385,2003.166188,458565,330122.91,"0","385","2003.1661880","458565","330122.91","-9.61","88.06","-7.69","-7.14","88.03","-5.22","-3.29","-5.76"
"376",376,0,386,2003.193354,464765,334688.09,"0","386","2003.1933540","464765","334688.09","-8.92","89.29","-8.06","-6.45","89.23","-5.59","-3.40","-5.87"
"377",377,0,387,2003.22052,465756,335229.59,"0","387","2003.2205200","465756","335229.59","-7.43","87.99","-8.28","-4.95","87.94","-5.80","-3.31","-5.79"
"378",378,0,388,2003.247686,460828,331658,"0","388","2003.2476860","460828","331658.00","-7.56","85.76","-8.51","-5.06","85.75","-6.02","-3.19","-5.68"
"379",379,0,389,2003.274852,443967,319374.91,"0","389","2003.2748520","443967","319374.91","-8.13","85.18","-8.89","-5.65","85.12","-6.39","-3.19","-5.69"
"380",380,0,390,2003.302018,461675,333241.91,"0","390","2003.3020180","461675","333241.91","-9.88","85.29","-9.39","-7.38","85.15","-6.89","-3.32","-5.82"
"381",381,0,391,2003.329185,464007,334651.41,"0","391","2003.3291850","464007","334651.41","-10.60","84.67","-9.91","-8.08","84.63","-7.40","-3.49","-6.00"
"382",382,0,392,2003.356351,469803,338823.59,"0","392","2003.3563510","469803","338823.59","-10.35","83.65","-10.35","-7.83","83.60","-7.82","-3.64","-6.17"
"383",383,0,393,2003.383517,461992,334298.5,"0","393","2003.3835170","461992","334298.50","-10.80","83.97","-10.65","-8.27","83.90","-8.12","-3.80","-6.33"
"384",384,0,394,2003.410683,463513,335127.09,"0","394","2003.4106830","463513","335127.09","-10.75","82.34","-10.77","-8.20","82.25","-8.24","-3.94","-6.47"
"385",385,0,395,2003.437849,461222,333454.59,"0","395","2003.4378490","461222","333454.59","-12.60","81.94","-10.68","-10.06","81.97","-8.14","-4.06","-6.59"
"386",386,0,396,2003.465015,459971,334105.41,"0","396","2003.4650150","459971","334105.41","-9.59","81.23","-10.33","-7.05","81.37","-7.78","-4.13","-6.67"
"387",387,0,397,2003.492181,458232,333432.19,"0","397","2003.4921810","458232","333432.19","-10.98","81.76","-9.73","-8.42","81.86","-7.17","-4.16","-6.72"
"388",388,0,398,2003.519348,457306,334942.69,"0","398","2003.5193480","457306","334942.69","-9.77","83.15","-8.93","-7.20","83.19","-6.37","-4.21","-6.77"
"389",389,0,399,2003.546514,453789,333665.59,"0","399","2003.5465140","453789","333665.59","-6.33","83.75","-8.05","-3.76","83.87","-5.48","-4.33","-6.90"
"390",390,0,400,2003.57368,447728,330178.5,"0","400","2003.5736800","447728","330178.50","-7.47","84.31","-7.10","-4.89","84.43","-4.53","-4.50","-7.07"
"391",391,0,401,2003.600846,448870,330847.31,"0","401","2003.6008460","448870","330847.31","-6.26","83.83","-6.04","-3.69","84.02","-3.46","-4.60","-7.18"
"392",392,0,402,2003.628012,449441,331292.09,"0","402","2003.6280120","449441","331292.09","-8.06","84.33","-4.78","-5.46","84.55","-2.19","-4.48","-7.06"
"393",393,0,403,2003.655178,449217,331523.19,"0","403","2003.6551780","449217","331523.19","-2.08","87.64","-3.40","0.51","87.80","-0.80","-4.13","-6.73"
"394",394,0,404,2003.682345,447765,331959.19,"0","404","2003.6823450","447765","331959.19","0.56","86.95","-2.12","3.15","87.08","0.48","-3.74","-6.33"
"395",395,0,405,2003.709511,448508,331709.41,"0","405","2003.7095110","448508","331709.41","-0.81","87.09","-1.15","1.80","87.26","1.46","-3.43","-6.03"
"396",396,0,406,2003.736677,446477,330403.09,"0","406","2003.7366770","446477","330403.09","-1.08","88.28","-0.55","1.54","88.45","2.06","-3.25","-5.85"
"397",397,0,407,2003.763843,445412,329868.09,"0","407","2003.7638430","445412","329868.09","1.07","88.62","-0.32","3.70","88.80","2.30","-3.16","-5.78"
"398",398,0,408,2003.791009,450313,332391.59,"0","408","2003.7910090","450313","332391.59","-0.32","88.36","-0.47","2.30","88.51","2.15","-3.20","-5.82"
"399",399,0,409,2003.818175,448914,331096.19,"0","409","2003.8181750","448914","331096.19","1.76","91.18","-1.04","4.39","91.35","1.59","-3.41","-6.04"
"400",400,0,410,2003.845341,452008,333407,"0","410","2003.8453410","452008","333407.00","-2.03","89.51","-1.93","0.60","89.70","0.71","-3.74","-6.39"
"401",401,0,411,2003.872508,392473,287980.5,"0","411","2003.8725080","392473","287980.50","-3.35","87.20","-2.88","-0.73","87.36","-0.22","-3.98","-6.64"
"402",402,0,412,2003.899674,79192,57371.6,"0","412","2003.8996740","79192","57371.60","-8.02","92.05","-3.62","-5.29","92.12","-0.96","-3.94","-6.61"
"403",403,0,413,2003.92684,458016,332416.41,"0","413","2003.9268400","458016","332416.41","-1.83","86.17","-4.07","0.82","86.22","-1.40","-3.57","-6.25"
"404",404,0,414,2003.954006,463942,335902.69,"0","414","2003.9540060","463942","335902.69","-2.83","84.28","-4.31","-0.17","84.33","-1.64","-3.03","-5.71"
"405",405,0,415,2003.981172,469281,338307.41,"0","415","2003.9811720","469281","338307.41","-6.67","83.50","-4.40","-4.00","83.51","-1.73","-2.40","-5.08"
"406",406,0,416,2004.008316,468743,338416.41,"0","416","2004.0083160","468743","338416.41","-6.44","83.94","-4.41","-3.77","83.93","-1.73","-1.78","-4.47"
"407",407,0,417,2004.035407,461285,331474,"0","417","2004.0354070","461285","331474.00","-1.75","86.13","-4.49","0.93","86.22","-1.81","-1.34","-4.03"
"408",408,0,418,2004.062499,460747,331236.31,"0","418","2004.0624990","460747","331236.31","-2.20","85.43","-4.85","0.48","85.51","-2.17","-1.28","-3.97"
"409",409,0,419,2004.089591,468880,337695.09,"0","419","2004.0895910","468880","337695.09","-4.58","82.78","-5.50","-1.89","82.76","-2.81","-1.59","-4.29"
"410",410,0,420,2004.116683,338546,244025.3,"0","420","2004.1166830","338546","244025.30","-10.81","83.51","-6.23","-8.13","83.37","-3.52","-2.03","-4.75"
"411",411,0,421,2004.143775,293466,211020.2,"0","421","2004.1437750","293466","211020.20","-6.38","82.85","-6.74","-3.62","82.71","-4.02","-2.29","-5.02"
"412",412,0,422,2004.170867,467926,337019.09,"0","422","2004.1708670","467926","337019.09","-6.09","83.62","-6.99","-3.36","83.49","-4.26","-2.29","-5.02"
"413",413,0,423,2004.197959,466285,335915.41,"0","423","2004.1979590","466285","335915.41","-7.89","84.73","-7.07","-5.16","84.66","-4.33","-2.09","-4.83"
"414",414,0,424,2004.225051,463521,333392.69,"0","424","2004.2250510","463521","333392.69","-7.45","85.68","-7.15","-4.71","85.59","-4.41","-1.86","-4.60"
"415",415,0,425,2004.252143,366026,262905.81,"0","425","2004.2521430","366026","262905.81","-5.60","87.05","-7.39","-2.84","86.84","-4.64","-1.75","-4.50"
"416",416,0,426,2004.279235,464477,333580.19,"0","426","2004.2792350","464477","333580.19","-7.97","87.15","-7.93","-5.22","86.96","-5.17","-1.91","-4.67"
"417",417,0,427,2004.306327,464250,334583.09,"0","427","2004.3063270","464250","334583.09","-6.46","85.27","-8.82","-3.69","85.06","-6.06","-2.43","-5.19"
"418",418,0,428,2004.333419,468057,337526.31,"0","428","2004.3334190","468057","337526.31","-10.20","82.66","-9.95","-7.43","82.61","-7.18","-3.22","-5.99"
"419",419,0,429,2004.360511,469284,338588.81,"0","429","2004.3605110","469284","338588.81","-11.83","82.24","-11.00","-9.05","82.10","-8.23","-4.02","-6.79"
"420",420,0,430,2004.387603,464887,335045.31,"0","430","2004.3876030","464887","335045.31","-15.45","83.72","-11.57","-12.69","83.59","-8.80","-4.47","-7.24"
"421",421,0,431,2004.414694,465237,335728.69,"0","431","2004.4146940","465237","335728.69","-11.89","82.92","-11.43","-9.11","82.85","-8.64","-4.36","-7.14"
"422",422,0,432,2004.441786,465168,335805.09,"0","432","2004.4417860","465168","335805.09","-12.41","81.79","-10.56","-9.62","81.79","-7.77","-3.73","-6.52"
"423",423,0,433,2004.468878,457434,332472.59,"0","433","2004.4688780","457434","332472.59","-10.41","82.65","-9.20","-7.60","82.67","-6.40","-2.83","-5.62"
"424",424,0,434,2004.49597,448786,326854.41,"0","434","2004.4959700","448786","326854.41","-5.22","81.05","-7.73","-2.42","81.01","-4.93","-2.03","-4.83"
"425",425,0,435,2004.523062,453672,330952.19,"0","435","2004.5230620","453672","330952.19","-5.03","82.77","-6.45","-2.22","82.73","-3.64","-1.61","-4.42"
"426",426,0,436,2004.550154,453036,331774.31,"0","436","2004.5501540","453036","331774.31","-5.04","83.31","-5.38","-2.23","83.37","-2.57","-1.57","-4.37"
"427",427,0,437,2004.577246,447393,330275.31,"0","437","2004.5772460","447393","330275.31","-6.28","82.30","-4.36","-3.45","82.41","-1.54","-1.67","-4.48"
"428",428,0,438,2004.604338,447506,330846.19,"0","438","2004.6043380","447506","330846.19","-4.69","84.68","-3.17","-1.86","84.77","-0.34","-1.63","-4.46"
"429",429,0,439,2004.63143,451569,333816.91,"0","439","2004.6314300","451569","333816.91","-0.83","86.28","-1.79","1.99","86.43","1.05","-1.38","-4.21"
"430",430,0,440,2004.658522,447580,332025.81,"0","440","2004.6585220","447580","332025.81","-0.03","87.82","-0.39","2.82","88.01","2.46","-0.99","-3.83"
"431",431,0,441,2004.685614,444284,330330.5,"0","441","2004.6856140","444284","330330.50","1.11","88.56","0.78","3.97","88.78","3.63","-0.68","-3.52"
"432",432,0,442,2004.712706,443369,329842.5,"0","442","2004.7127060","443369","329842.50","4.83","89.18","1.54","7.69","89.32","4.40","-0.55","-3.41"
"433",433,0,443,2004.739798,445536,330668.41,"0","443","2004.7397980","445536","330668.41","1.23","86.27","1.84","4.10","86.42","4.71","-0.63","-3.49"
"434",434,0,444,2004.76689,445179,330423.81,"0","444","2004.7668900","445179","330423.81","1.70","88.03","1.79","4.57","88.17","4.66","-0.80","-3.67"
"435",435,0,445,2004.793981,437942,323655,"0","445","2004.7939810","437942","323655.00","2.98","88.04","1.48","5.87","88.23","4.36","-0.96","-3.84"
"436",436,0,446,2004.821073,444188,327828.59,"0","446","2004.8210730","444188","327828.59","0.29","87.82","1.03","3.17","88.01","3.91","-1.04","-3.92"
"437",437,0,447,2004.848165,453533,332595.31,"0","447","2004.8481650","453533","332595.31","0.35","88.22","0.51","3.23","88.43","3.40","-0.99","-3.88"
"438",438,0,448,2004.875257,454072,332266.91,"0","448","2004.8752570","454072","332266.91","1.17","87.57","0.00","4.06","87.64","2.90","-0.78","-3.69"
"439",439,0,449,2004.902349,453648,330029.09,"0","449","2004.9023490","453648","330029.09","-2.72","87.07","-0.43","0.19","87.18","2.47","-0.43","-3.34"
"440",440,0,450,2004.929441,461893,335566.81,"0","450","2004.9294410","461893","335566.81","0.07","85.86","-0.81","2.98","85.94","2.09","-0.00","-2.91"
"441",441,0,451,2004.956533,455511,329082.31,"0","451","2004.9565330","455511","329082.31","-1.99","86.12","-1.25","0.91","86.22","1.66","0.34","-2.58"
"442",442,0,452,2004.983625,466971,337052,"0","452","2004.9836250","466971","337052.00","2.52","85.44","-1.80","5.43","85.60","1.11","0.50","-2.42"
"443",443,0,453,2005.010746,470070,339413.31,"0","453","2005.0107460","470070","339413.31","-4.95","86.08","-2.37","-2.03","86.24","0.54","0.55","-2.38"
"444",444,0,454,2005.037912,462146,333530.91,"0","454","2005.0379120","462146","333530.91","-5.82","85.00","-2.72","-2.91","85.07","0.20","0.71","-2.22"
"445",445,0,455,2005.065079,464626,333292.81,"0","455","2005.0650790","464626","333292.81","-2.91","84.76","-2.70","0.01","84.74","0.22","1.14","-1.79"
"446",446,0,456,2005.092245,467216,336759.41,"0","456","2005.0922450","467216","336759.41","-1.38","84.54","-2.38","1.56","84.41","0.56","1.81","-1.14"
"447",447,0,457,2005.119411,458222,330185,"0","457","2005.1194110","458222","330185.00","-1.41","85.67","-1.96","1.54","85.57","0.98","2.50","-0.45"
"448",448,0,458,2005.146577,453561,326486.69,"0","458","2005.1465770","453561","326486.69","-3.20","86.73","-1.67","-0.25","86.61","1.28","3.04","0.08"
"449",449,0,459,2005.173743,464055,334020.41,"0","459","2005.1737430","464055","334020.41","0.98","89.61","-1.64","3.93","89.45","1.32","3.32","0.36"
"450",450,0,460,2005.200909,463716,333146.59,"0","460","2005.2009090","463716","333146.59","0.33","89.11","-1.91","3.29","88.97","1.05","3.32","0.36"
"451",451,0,461,2005.228075,455954,327984.09,"0","461","2005.2280750","455954","327984.09","-4.84","85.80","-2.40","-1.88","85.69","0.57","3.15","0.18"
"452",452,0,462,2005.255242,468910,338031.69,"0","462","2005.2552420","468910","338031.69","-3.86","82.99","-2.93","-0.88","82.78","0.05","2.98","0.00"
"453",453,0,463,2005.282408,463124,333159.31,"0","463","2005.2824080","463124","333159.31","-1.18","83.72","-3.34","1.81","83.47","-0.35","2.95","-0.03"
"454",454,0,464,2005.309574,464791,333596.5,"0","464","2005.3095740","464791","333596.50","-5.83","84.97","-3.58","-2.82","84.85","-0.58","3.09","0.09"
"455",455,0,465,2005.33674,466190,335914.41,"0","465","2005.3367400","466190","335914.41","-4.20","84.93","-3.62","-1.19","84.82","-0.62","3.37","0.38"
